date,brand,product_type,skin_type,hair_type,country,sales_channel,units_sold,unit_price_usd,cost_usd,discount_pct,marketing_spend_usd,on_promotion,customer_rating,returns_units,stock_level,revenue_usd,profit_usd
2028-04-09,TRESemmé,Hair Mask,Dry,Curly,Mexico,Online,4532,5.51,2.89,34.43,3784.1,1,3.32,116,22692,24971.32,8089.74
2028-04-10,Rexona,Conditioner,Combination,Curly,Argentina,Pharmacy,5299,13.92,7.49,6.95,2323.01,0,3.36,41,21133,73762.08,31749.56
2028-04-11,Sedal,Deodorant,Combination,Curly,Mexico,Online,4063,10.47,1.56,26.89,1080.19,0,3.4,52,1165,42539.61,35121.14
2028-04-12,Rexona,Hair Mask,Normal,Coily,Brazil,Wholesale,5117,10.47,7.53,1.88,1373.92,0,3.57,49,17676,53574.99,13670.06
2028-04-13,Dove,Hair Mask,Oily,Coily,Chile,Online,1638,13.09,8.86,8.06,2692.92,1,3.51,65,20925,21441.42,4235.82
2028-04-14,Rexona,Shampoo,Sensitive,Curly,Colombia,Supermarket,5628,2.92,3.74,27.75,5852.16,0,4.26,88,2677,16433.76,-10467.12
2028-04-15,Sedal,Body Wash,Dry,Straight,Brazil,Wholesale,5607,9.19,5.28,15.27,5939.88,1,4.03,142,13702,51528.33,15983.49
2028-04-16,Sedal,Shampoo,Oily,Straight,Mexico,Supermarket,757,6.91,8.05,2.16,671.17,1,4.19,93,17983,5230.87,-1534.15
2028-04-17,Rexona,Body Wash,Sensitive,Straight,Brazil,Online,1770,4.5,7.98,23.36,893.58,0,3.28,144,15861,7965.0,-7053.18
2028-04-18,TRESemmé,Deodorant,Normal,Curly,Colombia,Wholesale,834,13.02,3.75,18.61,5632.7,1,4.11,99,16035,10858.68,2098.48
2028-04-19,Sedal,Shampoo,Combination,Curly,Chile,Supermarket,103,11.8,8.58,24.27,509.68,0,3.45,8,1895,1215.4,-178.02
2028-04-20,Axe,Shampoo,Sensitive,Wavy,Chile,Supermarket,2918,9.4,8.87,28.54,4060.12,0,3.92,86,23700,27429.2,-2513.58
2028-04-21,Lux,Shampoo,Dry,Curly,Brazil,Wholesale,2786,3.51,8.38,22.92,563.23,1,4.14,146,16259,9778.86,-14131.05
2028-04-22,Sedal,Shampoo,Sensitive,Curly,Brazil,Online,2744,13.39,8.22,15.76,4936.28,1,3.97,114,12528,36742.16,9250.2
2028-04-23,Axe,Deodorant,Sensitive,Curly,Argentina,Wholesale,1509,16.92,3.13,8.48,3655.73,0,4.0,49,5294,25532.28,17153.38
2028-04-24,Dove,Conditioner,Oily,Straight,Mexico,Online,1771,5.94,5.13,10.85,1808.97,1,4.99,116,22408,10519.74,-374.46
2028-04-25,Axe,Conditioner,Dry,Wavy,Argentina,Pharmacy,2992,7.79,3.89,33.14,5224.8,1,4.98,26,8395,23307.68,6444.0
2028-04-26,Dove,Hair Mask,Oily,Coily,Colombia,Supermarket,2314,10.61,7.81,8.62,711.28,1,3.83,18,18859,24551.54,5767.92
2028-04-27,Dove,Body Wash,Sensitive,Straight,Argentina,Online,781,6.43,4.74,25.48,1858.76,0,4.82,142,10687,5021.83,-538.87
2028-04-28,Rexona,Deodorant,Normal,Coily,Brazil,Pharmacy,1556,8.23,6.29,18.16,3403.32,1,3.76,9,5983,12805.88,-384.68
2028-04-29,Rexona,Face Cream,Normal,Curly,Mexico,Wholesale,2406,17.78,6.18,3.6,3133.73,0,3.5,16,12486,42778.68,24775.87
2028-04-30,Dove,Hair Mask,Oily,Straight,Argentina,Pharmacy,4287,17.74,1.56,1.83,5897.66,1,4.01,90,1813,76051.38,63466.0
2028-05-01,Axe,Shampoo,Combination,Coily,Mexico,Online,4030,17.55,4.77,32.53,1391.14,1,4.57,5,14262,70726.5,50112.26
2028-05-02,Sedal,Hair Mask,Dry,Wavy,Mexico,Supermarket,5778,11.29,8.73,6.48,2246.06,0,3.92,67,17916,65233.62,12545.62
2028-05-03,Lux,Body Wash,Dry,Wavy,Chile,Pharmacy,2453,17.71,6.33,17.6,5866.06,1,3.53,147,8508,43442.63,22049.08
2028-05-04,Sedal,Conditioner,Combination,Straight,Brazil,Pharmacy,5376,7.86,4.74,3.47,6454.03,1,4.13,64,24495,42255.36,10319.09
2028-05-05,Rexona,Deodorant,Combination,Wavy,Colombia,Wholesale,1885,16.56,5.3,4.57,4003.42,1,4.23,10,12366,31215.6,17221.68
2028-05-06,Lux,Face Cream,Combination,Coily,Mexico,Pharmacy,4874,7.97,2.56,28.14,6063.66,0,4.09,10,9817,38845.78,20304.68
2028-05-07,Rexona,Hair Mask,Combination,Straight,Brazil,Supermarket,4523,10.01,8.04,19.72,5286.14,1,4.31,12,17510,45275.23,3624.17
2028-05-08,Lux,Face Cream,Oily,Straight,Argentina,Online,1119,8.54,4.57,4.18,6486.18,0,4.57,49,15005,9556.26,-2043.75
2028-05-09,Lux,Face Cream,Normal,Straight,Chile,Pharmacy,2170,12.79,3.8,13.41,3709.33,0,4.93,125,11360,27754.3,15798.97
2028-05-10,TRESemmé,Deodorant,Combination,Straight,Colombia,Supermarket,2067,13.44,1.93,19.14,2933.76,0,3.84,21,11418,27780.48,20857.41
2028-05-11,Axe,Body Wash,Combination,Curly,Chile,Online,4539,11.94,8.98,19.03,4720.56,1,3.65,37,18780,54195.66,8714.88
2028-05-12,Axe,Body Wash,Oily,Straight,Brazil,Online,2790,4.0,1.85,31.42,5171.61,0,4.41,79,8382,11160.0,826.89
2028-05-13,TRESemmé,Body Wash,Oily,Coily,Brazil,Supermarket,2101,15.06,3.79,15.16,6439.97,1,3.76,31,2111,31641.06,17238.3
2028-05-14,Axe,Conditioner,Normal,Curly,Brazil,Supermarket,146,16.92,6.09,1.55,1228.88,1,4.18,34,6697,2470.32,352.3
2028-05-15,Dove,Face Cream,Normal,Coily,Mexico,Pharmacy,3206,12.47,1.34,30.16,599.45,1,3.42,2,19721,39978.82,35083.33
2028-05-16,Rexona,Shampoo,Combination,Wavy,Mexico,Supermarket,615,17.11,6.79,18.02,1834.16,0,4.89,56,24683,10522.65,4512.64
2028-05-17,Sedal,Face Cream,Sensitive,Wavy,Chile,Supermarket,2674,11.83,2.81,1.41,1946.63,1,4.96,35,9445,31633.42,22172.85
2028-05-18,Sedal,Face Cream,Combination,Coily,Brazil,Online,5381,5.52,3.14,16.99,537.07,1,4.64,90,21390,29703.12,12269.71
2028-05-19,Rexona,Shampoo,Dry,Coily,Brazil,Supermarket,4363,9.88,4.75,5.26,5220.28,0,3.58,3,7568,43106.44,17161.91
2028-05-20,Axe,Body Wash,Oily,Coily,Mexico,Online,2223,6.52,8.47,19.1,5191.02,0,4.4,50,12310,14493.96,-9525.87
2028-05-21,Sedal,Hair Mask,Sensitive,Wavy,Chile,Online,1177,9.94,8.26,26.32,4032.91,1,4.05,51,21644,11699.38,-2055.55
2028-05-22,Axe,Shampoo,Sensitive,Curly,Argentina,Pharmacy,1758,12.95,3.69,10.42,1014.57,1,4.43,7,20004,22766.1,15264.51
2028-05-23,Rexona,Face Cream,Dry,Coily,Chile,Supermarket,5737,17.06,3.38,21.77,5632.59,0,4.1,37,1160,97873.22,72849.57
2028-05-24,Dove,Body Wash,Sensitive,Wavy,Argentina,Online,1892,7.18,5.91,18.13,2315.75,0,4.44,145,19787,13584.56,87.09
2028-05-25,Sedal,Deodorant,Oily,Straight,Mexico,Pharmacy,1450,14.66,8.8,33.57,4177.15,0,3.84,61,13012,21257.0,4319.85
2028-05-26,Rexona,Hair Mask,Combination,Straight,Colombia,Online,1082,11.2,5.57,31.61,574.6,1,4.4,75,15429,12118.4,5517.06
2028-05-27,TRESemmé,Hair Mask,Normal,Wavy,Colombia,Supermarket,3146,5.28,1.37,3.49,5949.68,0,3.4,56,20065,16610.88,6351.18
2028-05-28,Lux,Body Wash,Combination,Wavy,Brazil,Wholesale,4817,5.06,1.47,9.46,2404.45,1,4.81,16,3265,24374.02,14888.58
2028-05-29,Dove,Conditioner,Sensitive,Wavy,Brazil,Online,5143,5.27,3.5,26.14,3609.17,1,4.64,107,17471,27103.61,5493.94
2028-05-30,Axe,Deodorant,Sensitive,Straight,Brazil,Pharmacy,2835,7.0,3.04,29.66,2173.16,0,4.92,51,9586,19845.0,9053.44
2028-05-31,TRESemmé,Hair Mask,Combination,Straight,Chile,Online,2119,6.23,2.37,32.08,3349.93,0,3.55,8,18283,13201.37,4829.41
2028-06-01,Lux,Conditioner,Combination,Straight,Mexico,Wholesale,540,8.57,6.58,9.84,2182.15,0,3.89,131,19159,4627.8,-1107.55
2028-06-02,TRESemmé,Body Wash,Combination,Straight,Mexico,Supermarket,5735,17.02,8.96,18.2,6317.85,0,4.84,43,16884,97609.7,39906.25
2028-06-03,Rexona,Conditioner,Normal,Coily,Colombia,Supermarket,4723,7.79,1.4,26.71,5937.54,1,4.78,113,8609,36792.17,24242.43
2028-06-04,TRESemmé,Hair Mask,Combination,Coily,Chile,Pharmacy,2031,2.76,4.12,13.15,4615.17,0,3.33,94,24065,5605.56,-7377.33
2028-06-05,TRESemmé,Hair Mask,Normal,Coily,Mexico,Supermarket,3834,13.58,8.43,4.35,6081.49,1,4.11,5,13912,52065.72,13663.61
2028-06-06,Lux,Conditioner,Oily,Wavy,Brazil,Online,4056,10.52,3.53,20.23,5882.03,0,4.22,67,1401,42669.12,22469.41
2028-06-07,Dove,Body Wash,Sensitive,Coily,Mexico,Online,5835,10.55,9.03,22.31,3004.34,1,4.59,138,18767,61559.25,5864.86
2028-06-08,Sedal,Conditioner,Dry,Wavy,Argentina,Online,1285,15.91,4.24,27.4,4844.69,0,3.64,0,3637,20444.35,10151.26
2028-06-09,Sedal,Hair Mask,Dry,Curly,Mexico,Online,2169,17.56,6.13,0.45,2844.33,1,3.34,14,11116,38087.64,21947.34
2028-06-10,Rexona,Face Cream,Sensitive,Curly,Colombia,Wholesale,4059,13.12,4.3,23.72,5954.93,1,4.71,147,11232,53254.08,29845.45
2028-06-11,TRESemmé,Conditioner,Dry,Wavy,Argentina,Pharmacy,102,17.29,2.61,34.09,1508.28,0,4.43,17,12343,1763.58,-10.92
2028-06-12,Dove,Deodorant,Sensitive,Straight,Brazil,Pharmacy,4928,13.88,4.28,14.85,3409.58,1,3.5,83,23263,68400.64,43899.22
2028-06-13,Rexona,Conditioner,Oily,Straight,Mexico,Pharmacy,1722,7.32,7.39,32.13,3764.26,1,4.13,35,2377,12605.04,-3884.8
2028-06-14,Axe,Conditioner,Oily,Curly,Brazil,Supermarket,4545,14.37,6.56,13.17,2967.44,0,3.61,101,5407,65311.65,32529.01
2028-06-15,Dove,Deodorant,Sensitive,Coily,Colombia,Pharmacy,1058,11.27,7.65,15.43,2683.21,0,4.34,41,22668,11923.66,1146.75
2028-06-16,Dove,Conditioner,Oily,Curly,Chile,Online,2015,4.03,8.87,19.63,990.55,1,4.93,12,16036,8120.45,-10743.15
2028-06-17,TRESemmé,Face Cream,Dry,Coily,Chile,Online,842,12.97,6.76,14.13,343.4,1,4.94,148,15313,10920.74,4885.42
2028-06-18,Rexona,Deodorant,Dry,Wavy,Mexico,Supermarket,5774,17.22,7.69,18.02,3504.6,0,4.34,40,7060,99428.28,51521.62
2028-06-19,Sedal,Shampoo,Sensitive,Curly,Argentina,Online,5183,8.96,1.6,2.67,5557.1,0,3.23,74,4733,46439.68,32589.78
2028-06-20,Sedal,Conditioner,Dry,Coily,Colombia,Pharmacy,3844,12.05,3.59,17.69,4316.04,0,4.61,137,17520,46320.2,28204.2
2028-06-21,Rexona,Hair Mask,Normal,Wavy,Brazil,Supermarket,1660,4.73,4.82,23.55,5040.94,0,3.98,134,24950,7851.8,-5190.34
2028-06-22,Rexona,Deodorant,Sensitive,Curly,Brazil,Online,3934,16.58,7.69,31.64,4188.85,1,4.49,86,15609,65225.72,30784.41
2028-06-23,Sedal,Shampoo,Dry,Wavy,Brazil,Supermarket,4415,13.29,7.74,20.76,3362.59,0,4.51,42,5066,58675.35,21140.66
2028-06-24,Sedal,Face Cream,Oily,Curly,Mexico,Supermarket,5605,15.74,6.82,30.25,3508.29,0,4.44,93,413,88222.7,46488.31
2028-06-25,Dove,Deodorant,Normal,Wavy,Mexico,Supermarket,3377,5.9,4.16,11.46,4671.99,1,3.3,125,22973,19924.3,1203.99
2028-06-26,Axe,Deodorant,Sensitive,Curly,Chile,Supermarket,3824,3.37,5.89,22.23,5143.14,1,3.26,72,5371,12886.88,-14779.62
2028-06-27,Dove,Body Wash,Sensitive,Wavy,Colombia,Online,2751,6.67,4.18,13.87,5702.9,1,4.85,32,16280,18349.17,1147.09
2028-06-28,TRESemmé,Body Wash,Oily,Coily,Mexico,Wholesale,436,15.55,5.37,14.84,2750.68,1,4.28,68,17121,6779.8,1687.8
2028-06-29,Axe,Conditioner,Dry,Coily,Argentina,Supermarket,5581,8.39,7.15,5.58,1430.1,1,3.39,138,10833,46824.59,5490.34
2028-06-30,TRESemmé,Hair Mask,Oily,Curly,Brazil,Wholesale,4922,4.2,7.72,9.64,2593.79,1,4.48,37,24708,20672.4,-19919.23
2028-07-01,Rexona,Face Cream,Sensitive,Wavy,Argentina,Pharmacy,4459,5.43,2.85,22.16,4892.03,1,3.99,44,4400,24212.37,6612.19
2028-07-02,Sedal,Deodorant,Sensitive,Wavy,Brazil,Supermarket,3930,9.64,4.59,23.07,374.02,0,3.7,65,4626,37885.2,19472.48
2028-07-03,Sedal,Face Cream,Oily,Curly,Colombia,Supermarket,1172,5.24,2.92,20.98,4831.94,1,4.6,15,18279,6141.28,-2112.9
2028-07-04,Lux,Conditioner,Dry,Straight,Argentina,Supermarket,5635,13.38,3.82,33.48,3948.11,0,4.72,82,8049,75396.3,49922.49
2028-07-05,Axe,Deodorant,Dry,Wavy,Colombia,Supermarket,1804,11.07,7.68,23.56,4451.6,0,3.78,107,21697,19970.28,1663.96
2028-07-06,Dove,Hair Mask,Oily,Coily,Brazil,Wholesale,1145,6.11,1.34,34.21,1851.83,1,4.07,140,20944,6995.95,3609.82
2028-07-07,Rexona,Face Cream,Normal,Coily,Chile,Supermarket,1109,15.97,9.39,2.16,245.58,1,4.51,79,5024,17710.73,7051.64
2028-07-08,Axe,Body Wash,Combination,Curly,Mexico,Online,2922,15.53,1.42,29.89,716.25,1,4.65,29,18168,45378.66,40513.17
2028-07-09,Dove,Deodorant,Dry,Wavy,Argentina,Pharmacy,4503,5.32,4.83,9.14,1719.45,1,4.79,51,15599,23955.96,487.02
2028-07-10,Lux,Conditioner,Combination,Straight,Chile,Pharmacy,4852,10.0,9.29,24.85,5220.91,0,3.29,90,11705,48520.0,-1775.99
2028-07-11,Dove,Face Cream,Dry,Wavy,Argentina,Pharmacy,2405,5.33,4.58,26.01,2970.53,0,4.23,114,12167,12818.65,-1166.78
2028-07-12,Sedal,Face Cream,Oily,Coily,Colombia,Supermarket,4391,6.34,6.85,0.5,3241.15,0,3.81,147,2305,27838.94,-5480.56
2028-07-13,Axe,Body Wash,Oily,Wavy,Chile,Wholesale,879,6.79,7.99,8.86,5675.0,1,3.31,121,23401,5968.41,-6729.8
2028-07-14,Lux,Deodorant,Dry,Wavy,Colombia,Online,4833,7.78,9.02,28.71,2312.9,1,3.43,134,19397,37600.74,-8305.82
2028-07-15,Lux,Face Cream,Sensitive,Coily,Chile,Supermarket,509,17.16,6.11,18.18,397.23,0,4.54,15,16172,8734.44,5227.22
2028-07-16,Sedal,Deodorant,Sensitive,Straight,Mexico,Online,5952,7.56,4.81,25.98,2155.65,0,4.17,131,1266,44997.12,14212.35
2028-07-17,Dove,Body Wash,Sensitive,Wavy,Chile,Online,2979,14.89,3.54,29.74,3823.74,1,3.51,18,11106,44357.31,29987.91
2028-07-18,Lux,Deodorant,Normal,Wavy,Mexico,Wholesale,5477,6.39,4.41,2.77,3594.97,0,3.3,72,16966,34998.03,7249.49
2028-07-19,Dove,Shampoo,Combination,Wavy,Chile,Supermarket,5170,15.36,1.6,1.56,1499.79,1,3.51,74,2074,79411.2,69639.41
2028-07-20,Sedal,Shampoo,Dry,Coily,Chile,Online,2264,11.02,2.23,20.17,5525.87,0,4.39,35,20565,24949.28,14374.69
2028-07-21,Dove,Shampoo,Sensitive,Wavy,Chile,Pharmacy,3070,3.77,7.35,27.04,4462.19,0,3.88,31,12035,11573.9,-15452.79
2028-07-22,Sedal,Body Wash,Oily,Wavy,Argentina,Wholesale,3431,13.0,6.1,23.69,4494.17,0,4.24,86,8878,44603.0,19179.73
2028-07-23,Sedal,Shampoo,Oily,Coily,Colombia,Pharmacy,733,12.74,9.24,15.59,3461.52,0,4.11,3,11440,9338.42,-896.02
2028-07-24,Lux,Deodorant,Combination,Straight,Brazil,Supermarket,2391,17.48,5.96,27.49,2555.06,1,4.86,95,16986,41794.68,24989.26
2028-07-25,Dove,Deodorant,Normal,Wavy,Argentina,Pharmacy,5514,7.96,3.18,7.43,4301.29,0,3.27,105,17436,43891.44,22055.63
2028-07-26,Axe,Deodorant,Sensitive,Curly,Argentina,Online,2374,6.83,7.73,30.15,3130.76,1,3.27,107,7040,16214.42,-5267.36
2028-07-27,Sedal,Shampoo,Oily,Wavy,Colombia,Wholesale,5738,4.98,8.79,25.05,5506.73,0,4.39,26,4238,28575.24,-27368.51
2028-07-28,Rexona,Face Cream,Dry,Curly,Chile,Pharmacy,5381,13.61,5.66,32.03,4359.63,0,3.89,49,1929,73235.41,38419.32
2028-07-29,Dove,Deodorant,Dry,Wavy,Mexico,Pharmacy,3909,6.45,3.36,7.37,2927.4,0,3.32,112,15004,25213.05,9151.41
2028-07-30,Sedal,Shampoo,Sensitive,Wavy,Colombia,Pharmacy,5389,12.07,9.0,32.74,444.05,0,3.33,48,8381,65045.23,16100.18
2028-07-31,Rexona,Deodorant,Combination,Curly,Argentina,Pharmacy,5646,3.03,8.77,6.49,3188.79,1,4.99,35,17794,17107.38,-35596.83
2028-08-01,TRESemmé,Conditioner,Dry,Wavy,Argentina,Wholesale,3266,11.46,7.86,6.37,2161.01,1,4.53,115,19497,37428.36,9596.59
2028-08-02,Axe,Hair Mask,Normal,Coily,Brazil,Supermarket,3296,7.66,6.91,22.09,3608.73,1,4.79,88,1590,25247.36,-1136.73
2028-08-03,Sedal,Face Cream,Combination,Straight,Brazil,Wholesale,5687,5.67,5.01,24.76,4318.07,0,3.82,90,18673,32245.29,-564.65
2028-08-04,Rexona,Deodorant,Sensitive,Wavy,Chile,Pharmacy,748,13.08,4.16,8.43,904.16,0,4.13,74,13982,9783.84,5768.0
2028-08-05,Lux,Body Wash,Sensitive,Coily,Mexico,Pharmacy,1500,9.11,3.7,2.78,931.76,0,3.29,122,21382,13665.0,7183.24
2028-08-06,Dove,Face Cream,Combination,Straight,Argentina,Online,2291,16.63,2.78,11.12,1407.44,0,4.37,57,23727,38099.33,30322.91
2028-08-07,Lux,Body Wash,Normal,Straight,Chile,Wholesale,3143,5.5,1.65,30.68,2039.9,0,3.6,31,10515,17286.5,10060.65
2028-08-08,Axe,Body Wash,Combination,Straight,Brazil,Supermarket,2962,16.99,9.36,24.46,4180.14,1,3.87,27,8365,50324.38,18419.92
2028-08-09,TRESemmé,Hair Mask,Sensitive,Coily,Chile,Supermarket,5612,6.28,7.36,30.44,5719.09,1,3.3,101,22975,35243.36,-11780.05
2028-08-10,Rexona,Body Wash,Normal,Wavy,Argentina,Wholesale,5326,6.9,2.39,13.2,558.87,0,4.22,38,11966,36749.4,23461.39
2028-08-11,TRESemmé,Hair Mask,Sensitive,Curly,Brazil,Online,2693,15.99,3.56,16.59,2471.17,1,4.91,92,9556,43061.07,31002.82
2028-08-12,Lux,Conditioner,Sensitive,Coily,Chile,Pharmacy,4893,10.27,8.48,22.6,6473.79,0,4.24,127,6932,50251.11,2284.68
2028-08-13,Lux,Deodorant,Combination,Coily,Chile,Online,5646,14.46,3.56,23.95,3811.89,1,3.49,3,7642,81641.16,57729.51
2028-08-14,Lux,Conditioner,Oily,Wavy,Argentina,Online,1671,16.49,1.45,18.34,2316.49,0,3.53,116,13867,27554.79,22815.35
2028-08-15,Sedal,Body Wash,Sensitive,Wavy,Mexico,Online,483,8.38,9.38,10.45,3896.21,0,4.75,64,2658,4047.54,-4379.21
2028-08-16,Lux,Face Cream,Sensitive,Straight,Chile,Pharmacy,2464,5.7,4.69,23.83,219.1,1,3.99,48,22050,14044.8,2269.54
2028-08-17,Dove,Shampoo,Combination,Straight,Argentina,Supermarket,3500,16.3,6.13,5.07,1441.92,1,4.42,115,11633,57050.0,34153.08
2028-08-18,Axe,Shampoo,Dry,Coily,Colombia,Pharmacy,2346,7.38,3.45,18.27,1705.61,0,4.75,112,23989,17313.48,7514.17
2028-08-19,Rexona,Face Cream,Combination,Straight,Mexico,Wholesale,1662,4.32,4.3,18.08,1177.73,1,4.05,95,6728,7179.84,-1144.49
2028-08-20,Axe,Hair Mask,Sensitive,Curly,Argentina,Supermarket,3627,5.59,1.62,27.38,5310.54,0,4.58,55,1277,20274.93,9088.65
2028-08-21,TRESemmé,Shampoo,Dry,Wavy,Brazil,Online,3745,7.7,5.74,25.25,2264.45,0,4.25,30,19300,28836.5,5075.75
2028-08-22,Dove,Face Cream,Combination,Curly,Argentina,Supermarket,2981,5.54,3.72,30.19,2099.04,1,3.39,107,14147,16514.74,3326.38
2028-08-23,Rexona,Deodorant,Dry,Coily,Mexico,Online,4003,6.23,2.45,10.85,5194.41,0,3.21,36,9471,24938.69,9936.93
2028-08-24,TRESemmé,Deodorant,Dry,Straight,Mexico,Online,5499,17.04,2.17,26.96,2008.24,0,4.51,129,17599,93702.96,79761.89
2028-08-25,Sedal,Conditioner,Dry,Wavy,Argentina,Wholesale,2778,16.77,6.57,24.07,5695.38,1,4.71,87,23968,46587.06,22640.22
2028-08-26,Dove,Deodorant,Sensitive,Straight,Mexico,Online,599,14.84,2.61,1.35,1835.61,0,4.6,14,16210,8889.16,5490.16
2028-08-27,Dove,Face Cream,Oily,Coily,Colombia,Wholesale,318,17.04,5.32,16.31,1467.58,0,3.37,82,3720,5418.72,2259.38
2028-08-28,Lux,Hair Mask,Normal,Coily,Mexico,Pharmacy,2382,7.61,5.27,25.1,4816.82,1,4.77,66,6472,18127.02,757.06
2028-08-29,Lux,Conditioner,Oily,Straight,Chile,Supermarket,4447,6.75,7.48,25.53,944.48,0,3.27,36,2997,30017.25,-4190.79
2028-08-30,Axe,Conditioner,Sensitive,Curly,Mexico,Pharmacy,5838,15.76,6.17,0.79,1058.37,0,4.8,61,7301,92006.88,54928.05
2028-08-31,TRESemmé,Shampoo,Combination,Coily,Brazil,Wholesale,1242,16.04,5.95,9.76,3026.31,0,3.77,39,1598,19921.68,9505.47
2028-09-01,TRESemmé,Hair Mask,Combination,Curly,Colombia,Wholesale,5215,4.24,3.0,0.96,3549.95,0,3.57,8,2214,22111.6,2916.65
2028-09-02,TRESemmé,Hair Mask,Oily,Wavy,Colombia,Pharmacy,1356,5.12,5.59,12.82,2055.64,0,4.02,129,3310,6942.72,-2692.96
2028-09-03,TRESemmé,Hair Mask,Oily,Coily,Mexico,Online,2432,14.52,8.4,15.7,1961.1,0,3.66,64,17651,35312.64,12922.74
2028-09-04,Rexona,Conditioner,Combination,Wavy,Argentina,Pharmacy,4365,13.76,1.95,14.94,4978.84,1,4.16,131,974,60062.4,46571.81
2028-09-05,Sedal,Conditioner,Dry,Curly,Colombia,Pharmacy,4495,3.76,8.17,34.12,6167.76,1,4.07,58,20831,16901.2,-25990.71
2028-09-06,Lux,Body Wash,Oily,Curly,Chile,Pharmacy,3607,10.79,9.48,13.69,6363.09,1,3.48,130,12993,38919.53,-1637.92
2028-09-07,TRESemmé,Conditioner,Normal,Curly,Chile,Supermarket,4852,10.15,2.56,14.98,4508.61,1,4.62,39,4043,49247.8,32318.07
2028-09-08,Dove,Deodorant,Combination,Wavy,Brazil,Pharmacy,2342,3.08,6.52,7.03,248.17,1,3.94,38,22257,7213.36,-8304.65
2028-09-09,TRESemmé,Conditioner,Sensitive,Straight,Brazil,Online,4382,6.6,3.16,7.38,5181.09,1,4.65,111,9730,28921.2,9892.99
2028-09-10,TRESemmé,Deodorant,Normal,Curly,Mexico,Online,1814,14.74,7.58,6.3,4170.01,1,4.09,138,4693,26738.36,8818.23
2028-09-11,Axe,Hair Mask,Normal,Wavy,Argentina,Pharmacy,1015,7.5,7.39,23.82,5331.33,0,3.64,30,12210,7612.5,-5219.68
2028-09-12,Axe,Face Cream,Sensitive,Curly,Argentina,Pharmacy,5743,6.88,8.43,24.05,2418.61,1,4.83,86,20785,39511.84,-11320.26
2028-09-13,Sedal,Deodorant,Dry,Straight,Brazil,Online,3808,16.49,1.6,8.04,5278.26,0,4.34,127,17689,62793.92,51422.86
2028-09-14,Sedal,Body Wash,Oily,Coily,Argentina,Supermarket,915,6.12,7.78,34.08,602.48,1,4.58,63,3937,5599.8,-2121.38
2028-09-15,Dove,Hair Mask,Sensitive,Wavy,Argentina,Pharmacy,3346,8.45,2.14,20.15,1792.37,0,3.75,105,24925,28273.7,19320.89
2028-09-16,Axe,Shampoo,Dry,Curly,Mexico,Wholesale,3903,11.42,2.11,12.81,829.05,0,3.22,15,10436,44572.26,35507.88
2028-09-17,Axe,Hair Mask,Normal,Curly,Argentina,Pharmacy,5437,16.11,6.35,7.04,2200.22,0,3.86,69,18145,87590.07,50864.9
2028-09-18,Dove,Hair Mask,Dry,Curly,Mexico,Supermarket,2055,2.55,4.37,29.91,1609.36,0,4.98,100,21305,5240.25,-5349.46
2028-09-19,Rexona,Face Cream,Oily,Straight,Brazil,Wholesale,3452,10.69,5.22,34.23,6409.28,0,4.94,73,19308,36901.88,12473.16
2028-09-20,Lux,Shampoo,Oily,Curly,Colombia,Supermarket,5659,3.39,5.74,24.2,1799.76,0,3.95,23,2678,19184.01,-15098.41
2028-09-21,Axe,Hair Mask,Combination,Coily,Mexico,Supermarket,5235,8.3,2.03,21.11,4318.75,1,4.98,88,16713,43450.5,28504.7
2028-09-22,Rexona,Shampoo,Oily,Wavy,Brazil,Supermarket,464,6.12,5.2,31.91,3153.34,1,3.4,69,11166,2839.68,-2726.46
2028-09-23,Rexona,Body Wash,Dry,Straight,Brazil,Supermarket,2059,9.36,8.1,0.3,3830.63,0,4.57,53,7049,19272.24,-1236.29
2028-09-24,Lux,Shampoo,Combination,Curly,Argentina,Wholesale,5215,6.76,8.52,21.57,725.44,1,3.59,44,19887,35253.4,-9903.84
2028-09-25,Rexona,Conditioner,Combination,Curly,Mexico,Wholesale,3946,13.57,8.1,19.88,436.44,1,4.63,58,9056,53547.22,21148.18
2028-09-26,TRESemmé,Deodorant,Dry,Wavy,Mexico,Online,872,11.88,8.45,28.86,2542.84,1,4.51,149,12776,10359.36,448.12
2028-09-27,Axe,Conditioner,Normal,Coily,Mexico,Supermarket,3082,8.59,8.32,32.66,1814.77,0,3.42,99,1089,26474.38,-982.63
2028-09-28,Axe,Deodorant,Sensitive,Coily,Mexico,Wholesale,878,3.63,6.82,33.69,1005.03,0,4.33,37,6260,3187.14,-3805.85
2028-09-29,Axe,Conditioner,Sensitive,Curly,Colombia,Online,4994,12.88,8.99,6.88,4640.76,0,4.75,108,6086,64322.72,14785.9
2028-09-30,Rexona,Face Cream,Oily,Straight,Argentina,Supermarket,3062,14.36,2.78,9.87,6382.08,0,4.71,79,17483,43970.32,29075.88
2028-10-01,TRESemmé,Hair Mask,Oily,Straight,Mexico,Online,4370,15.06,2.86,13.83,637.99,0,3.46,64,24874,65812.2,52676.01
2028-10-02,Rexona,Face Cream,Combination,Wavy,Mexico,Supermarket,2310,15.08,7.1,19.6,5913.16,0,4.52,50,5697,34834.8,12520.64
2028-10-03,Axe,Hair Mask,Oily,Straight,Mexico,Pharmacy,231,4.4,8.01,20.5,2076.46,1,4.09,141,19040,1016.4,-2910.37
